Store,rows,sales_sum,wape,bias,err_std,TAE,RMSE,MAPE,abs_err_sum,sq_err_sum,abs_pct_err_sum,nonzero_n
700,54,218145.0,0.4282243461917532,-108.31481481481481,2652.2894221161855,5849.0,2654.500193591588,0.37451915640178174,93415.0,380504049.0,17.60240035088374,47
701,54,274537.0,0.4443299081726689,-158.27777777777777,3589.912773193216,8547.0,3593.400280246284,0.28476835315466054,121985.0,697276381.0,13.384112598269045,47
702,54,198863.0,0.41901208369581067,-116.07407407407408,2412.371776303484,6268.0,2415.1626814311658,0.27020028462061213,83326.0,314982582.0,12.699413377168769,47
703,54,149332.0,0.4489861516620684,-67.55555555555556,1839.5850545271092,3648.0,1840.825066627985,0.32296745516191544,67048.0,182986394.0,15.179470392610025,47
704,54,514534.0,0.41110208460471026,-233.7037037037037,6040.844105321797,12620.0,6045.363092976792,0.2739827390196604,211526.0,1973506406.0,12.87718873392404,47
705,54,371305.0,0.4542034176754959,-230.55555555555554,4683.953729832296,12450.0,4689.624548661375,0.34515441751440984,168648.0,1187599234.0,16.222257623177263,47
706,54,272562.0,0.4527813855196249,-144.38888888888889,3464.151301207025,7797.0,3467.1591236758786,0.2786684408415121,123411.0,649144389.0,13.097416719551068,47
707,54,402246.0,0.4386097064980137,-259.05555555555554,4778.832739149324,13989.0,4785.8491545001325,0.35559333112133074,176429.0,1236835015.0,16.712886562702543,47
708,54,273149.0,0.4327088878231295,-133.77777777777777,3354.546045717588,7224.0,3357.2124845869776,0.28109130336994553,118194.0,608627286.0,13.21129125838744,47
709,54,481805.0,0.40677244943493734,-194.24074074074073,5599.771212043317,10489.0,5603.139039198705,0.3334942555851292,195985.0,1695339023.0,15.674230012501072,47
710,54,221927.0,0.47922064462638614,-116.25925925925925,3065.3091330129796,6278.0,3067.5130474533107,0.3036853995077627,106352.0,508120360.0,14.273213776864846,47
711,54,266889.0,0.4211900827684918,-144.42592592592592,3303.1934245618413,7799.0,3306.349293124994,0.26673651091348444,112411.0,590325065.0,12.536616012933768,47
712,54,282928.0,0.4470501328960018,-137.42592592592592,3427.650910322046,7421.0,3430.404735326161,0.318325285781185,126483.0,635454539.0,14.961288431715696,47
713,54,429612.0,0.44564630410696165,-226.53703703703704,5380.569316954683,12233.0,5385.336127272253,0.2884895955718028,191455.0,1566099641.0,13.559010991874732,47
714,54,249063.0,0.4496091350381229,-141.57407407407408,3111.6225349596284,7645.0,3114.8415719773807,0.28840597930364537,111981.0,523920853.0,13.555081027271333,47
715,54,295503.0,0.4434506587073566,-176.7962962962963,3656.2908060635446,9547.0,3660.562714787016,0.4904374119323434,131041.0,723584847.0,23.05055836082014,47
716,54,264993.0,0.45306479793805876,-140.0185185185185,3400.5059508666186,7561.0,3403.3874165906245,0.275464837774103,120059.0,625484479.0,12.946847375382843,47
717,54,247834.0,0.4571890862432112,-140.72222222222223,3320.3225881691333,7599.0,3323.3033014356865,0.3073848452863923,113307.0,596394621.0,14.447087728460438,47
718,54,347097.0,0.4099920195219204,-162.27777777777777,4046.3416509450653,8763.0,4049.594403558625,0.28621926238184336,142307.0,885557601.0,13.452305331946638,47
719,54,249747.0,0.496062014758936,-129.11111111111111,3380.957856095127,6972.0,3383.4221882147226,0.31318388488978716,123890.0,618167468.0,14.719642589819996,47
720,54,337474.0,0.41327035564221243,-208.5185185185185,3978.454416724334,11260.0,3983.915099311043,0.2660436897997654,139468.0,857065294.0,12.504053420588972,47
